"","CabFra_acclim_r1","CabFra_accfreeze_r1","CabFra_freeze_r1","CabFra_warm_r1","Chard_acclim_r1","Chard_accfreeze_r1","Chard_freeze_r1","Chard_warm_r1","Riesl_acclim_r1","Riesl_accfreeze_r1","Riesl_freeze_r1","Riesl_warm_r1","Sangio_acclim_r1","Sangio_accfreeze_r1","Sangio_freeze_r1","Sangio_warm_r1","Tocai_acclim_r1","Tocai_accfreeze_r1","Tocai_freeze_r1","Tocai_warm_r1","CabFra_acclim_r2","CabFra_accfreeze_r2","CabFra_freeze_r2","CabFra_warm_r2","Chard_acclim_r2","Chard_accfreeze_r2","Chard_freeze_r2","Chard_warm_r2","Riesl_acclim_r2","Riesl_accfreeze_r2","Riesl_freeze_r2","Riesl_warm_r2","Sangio_acclim_r2","Sangio_accfreeze_r2","Sangio_freeze_r2","Sangio_warm_r2","Tocai_acclim_r2","Tocai_accfreeze_r2","Tocai_freeze_r2","Tocai_warm_r2","CabFra_acclim_r3","CabFra_accfreeze_r3","CabFra_freeze_r3","CabFra_warm_r3","Chard_acclim_r3","Chard_accfreeze_r3","Chard_freeze_r3","Chard_warm_r3","Riesl_acclim_r3","Riesl_accfreeze_r3","Riesl_freeze_r3","Sangio_acclim_r3","Sangio_accfreeze_r3","Sangio_freeze_r3","Sangio_warm_r3","Tocai_acclim_r3","Tocai_accfreeze_r3","Tocai_freeze_r3","Tocai_warm_r3"
"Various types of N-glycan biosynthesis",-1.19385717237048,-0.567053039035114,0.877294789818545,-0.342716233241997,-0.511642052650051,0.951485478937462,-2.00259339572087,-0.87727664113405,-0.606873602382712,-2.42443609806181,1.16972325707335,-1.47490907628043,0.76579979551933,1.29679230421653,1.42541127718854,-1.64778063441135,-0.044729715983254,-0.197683392599513,-1.29583057931098,0.624592820658023,-0.311543700995571,-0.42843956881716,0.415740874614669,-0.714509291536343,-0.360528941240101,0.485703011669688,-0.618307362949781,1.09361601006037,-0.905460706564203,-0.141243717743586,1.06007675088129,-2.7485683318532,0.450953620021714,-0.137069657527565,-0.372741509671398,0.329720870719068,1.84447528932499,1.16737120988903,-0.434702461398146,0.0950764058633856,-0.499223758656126,0.847690579294919,0.770172318467252,-0.443248670072245,1.13692876727879,-0.62008375791442,1.41038999511604,0.43714134017973,0.109060732640009,-1.01414081574292,-0.962784593354865,1.06046187952138,-0.097072695376308,1.76771929752627,-0.579106818385773,-0.77956533177118,1.24981327536821,-0.00471322116655471,-1.09573787019452
"Viral life cycle - HIV-1",-0.895631454394762,0.189107676575508,1.15601152940639,-0.796769184226432,-0.666451151146858,1.22105879101381,-0.284663198919562,0.293990500993423,-1.1258604726779,-0.807988355609231,0.892775923975217,-0.287564283815309,0.0263802468573602,0.732848319035504,0.718259790796811,-1.22260057256008,-0.975909103131191,-1.15002146125159,-1.78493820957741,-0.577781338996731,-0.561549900692532,0.286270779892101,1.04353830358576,-1.58181436811224,1.73269672481068,1.28726098593336,0.367372709393337,-0.274030619327211,-0.862437292482822,-0.496771408370189,1.29911825963906,-0.121913453523506,-0.565080793470381,0.627893747982686,0.200192085397895,0.0269749006454123,0.0877949655428118,1.27156290488104,0.794298223378061,-0.969487389708175,-0.737737277723735,0.441928751025405,1.55319720509124,-1.08862724920621,-0.641117395093675,1.19779334453566,0.357874084598604,-0.711490514452345,-1.54699559334424,-1.06498798700134,1.83211962045573,-0.0214572219754468,0.42493877446506,0.894818057351638,-0.42260804409979,-2.21572349718724,1.25161558161414,0.0219182827288104,-0.923594612780155
"Vitamin B6 metabolism",-0.344141417498021,-0.678480680804717,2.42918348525002,-0.00064481705492266,-1.57564639026009,-1.49418212899157,-0.291053788124223,0.0302573598290075,-1.24702208198751,-1.35453605630247,0.953966905283013,0.17002330974761,-0.737083384121994,-0.94247920469791,1.71538134940185,0.198545005558047,-0.679291181021005,-0.761611211108564,-0.120992413312746,0.656547039796012,-0.460021667023558,0.0142131772412187,1.33745691497565,0.483405782195011,-1.58247587223661,-1.35600837958323,0.681546732525426,-0.659095249516544,-1.09476793684428,-2.18569135522462,0.837903074344599,0.682703652492819,-0.958218026756335,-1.46022248134448,1.71760381668583,0.604638232672983,-1.24951714375758,-1.0127494574312,1.15797267971099,0.668712077972422,-0.633796528613296,-0.73375510894685,1.91651176275218,0.620472247291399,-1.93907218507355,-0.423323850345923,1.47894407808528,-2.08442564570106,-1.7023985977804,-2.2910066491294,1.34640381640472,-0.835317179527679,-0.762939391015192,1.32159277094827,0.154544933413736,-0.752558953519572,-0.179660134137484,2.12511882082216,0.542472614842583
"Zeatin biosynthesis",-0.0831739248988053,2.07381499971356,0.524776667231004,-0.403795807294023,-1.29408157557341,-1.28198117684776,-1.16929484347362,-1.01452126939397,-0.18574549673489,-0.109560316788727,1.05144897042698,-0.863279693859548,-2.13972238501923,2.62153649069055,0.544504489771918,0.855023138556916,-1.11928543446095,-0.20758189827992,-1.2602893497803,-0.730890820555486,-0.016094164240211,0.909188213975329,0.573166567661117,0.309954875762592,-0.603313983430985,-1.64151863109256,0.192403280761005,-1.05760024316086,-0.468613896046608,-0.398189856790144,0.338225870437382,-0.591922969050668,0.482224530215536,0.630775926102937,1.35631826340942,-0.422572795968979,-3.07952958339765,2.4102008156249,0.664377664406314,-1.24418126514476,0.0497586025519402,3.29721339720972,1.2089988353856,-0.298593499064801,-1.92776634441676,0.148550105024146,0.195731850225606,-0.821582056183842,-0.817465899996794,-0.159761769600617,1.7374104463877,-1.79504494546995,-0.188706179234402,0.432148781932997,-0.876844594285167,-0.121105047088676,1.27890376693393,-0.788093990843273,-0.839904935726919
"ABCB (MDR/TAP) subfamily",0.999220654211757,-0.618081369095434,-1.95990839413955,0.561671828006935,0.687785921354071,-0.610409976609933,-0.555710031802016,1.13350841142889,2.5769801904851,0.984437813733183,-0.493745627195693,1.2282563943225,0.51120806453757,-2.41291935759485,-2.18395333788863,2.02883855451419,1.09508759634045,-0.755871978572093,0.364356752673934,0.169510908845043,0.549256885232893,-0.866910370152706,-1.43872763005923,1.18473805111741,-1.17947311873826,0.653228078987126,-1.83694219448831,1.4588773911938,2.62324722333034,0.504692588059764,-0.310042497733058,0.996927450126301,-0.818763936070046,-1.02949237436598,-1.95326823989619,2.0993961370294,-0.53750080579313,0.493969648310517,-1.61858536565855,-0.0453365466790625,0.443960612317049,-1.09500033635177,-0.986457366861109,1.2313898386082,1.29335451227511,0.458170062032361,-0.662080345526483,1.12038549456932,1.66999126301448,1.57672748284552,-0.210446932847239,0.0673569199935419,-0.872359469526144,-1.87720893548834,1.23052956875338,1.74140369682433,-0.837155829372608,-0.588618466241083,1.1396477345217
"ABCG (White) subfamily",-1.811733062727,-0.434554792765617,0.709443256518519,0.18851983054582,0.449041628303206,-1.61615350513414,0.830037050377191,3.03381212108612,-0.756674636105534,-1.69553258370425,1.35892743370172,-0.074240093396691,-0.41134196095259,-2.51576526538986,0.36484307440919,1.7232153324136,-1.01479649740995,-0.574159342881165,-0.0332664661944168,0.553897969355949,-2.23506414286221,-1.18288095686457,0.0360265574588805,-1.04163192137791,0.365766899204454,0.294421190727082,-0.532182785996962,1.00617765326912,-0.757553449331097,-1.17835003981676,1.10148320487666,0.848136361439042,-1.2151332199518,-0.338729294658188,1.01967857909642,3.96408746527943,1.05282702635213,-0.357801396369388,0.308104163753376,-0.614622765850685,-1.57221448774198,-2.60231112384947,0.23570845363472,-0.832541881893696,-0.25771279978022,-1.31712299721809,-0.719427969797958,2.39124828120621,-0.889904392058939,0.257253807636365,0.624981571920284,0.467467889613482,0.707805254514685,1.02559242336479,1.52460167758929,-1.41377475207185,-1.30744230491571,1.06269240250443,1.1460856136613
"Aminoacyl-tRNA synthetases (AARSs)",0.126847751123773,-2.12392316132223,-2.21808489196079,1.72946394021793,0.643607346162446,-0.0436458799478112,-0.413854191083453,-0.885833053292115,1.27474970859946,-1.85956765330322,-0.602199910378211,0.690077566146955,0.860437517295462,0.577740288443988,-1.48179348837874,-0.622377671147215,1.23119887850357,1.0150771859295,-0.724175688103453,-0.131960600307177,0.461382894018167,-3.09103972569299,0.682236841048644,1.46750518473339,0.878319098541245,0.221449438171619,1.17856351328114,1.9484937598645,1.25894518673141,0.54170532763023,-0.233395849571167,-1.33083715027111,1.29167147800342,-1.17082157107143,-1.55168580352033,-0.94735071797729,0.983246138257481,-0.842420621306141,-1.27505136402469,0.796504082325689,0.387663877202599,-1.67194762725822,-1.86455448822473,1.48812000428958,1.10818700680617,0.824876241937178,0.612098905433063,-0.632964494294818,2.14318995991685,0.688257410711661,-1.37533578853294,1.44113759046304,-0.677057518207674,-1.05905830325585,1.03399402236139,1.40508143728251,-0.643786091469484,-0.124833988283059,1.54687579087583
"Aquaporins and small neutral solute transporters [TC:1.A.8]",2.68230694022593,-0.44368845948607,-4.64989447789967,3.61990301407037,2.57269333174719,-0.475418286431477,0.409894831396758,3.90270477235318,0.709359943286944,1.37602499161999,-1.61419273747592,2.86005607574077,1.22736944802486,-3.94174943230907,-3.53838983147487,4.30782091485304,1.11546176250547,0.0953049264943924,3.75283806215367,5.05023875570664,2.01579683937181,-1.81347428623332,-3.71088652822423,3.10031143427675,-0.425217553715205,-1.33116575673645,-5.89056036757213,3.50966300287101,0.465152243481591,-0.235263018744172,-1.78148392412997,5.19143874448502,-1.83090414246027,-0.729710858428992,-3.05868527824719,4.78729697284291,0.116182144013104,-4.32153479940102,-5.09741587106537,4.01801142772595,1.97519757888443,-3.09836747487143,-2.7358528383743,3.05194914716672,0.26639463952685,-2.5392281013975,-3.99180805850995,6.38688110496917,1.44244773789951,1.60028018807229,-2.43042676716335,-1.41479591001297,-0.294863512214525,-3.61370501986915,3.01533976232545,3.60911133295016,-4.0429737311326,-0.46413749600329,3.67040108184701
"Channel - Cyclic nucleotide-gated channel (CNG)",-0.219553157723525,1.66097401312437,0.678416031956586,-2.11331788117904,-0.048249604205022,0.880513042080069,-1.7439150921617,-1.69598800157019,-1.18094976087766,-0.0178692357517984,-0.168742677909196,-1.05830209899055,2.4141428113186,1.57773634806292,0.918844736946276,0.290079920879106,1.21700677709274,0.445223151812403,-1.7248059828331,-0.76289820722942,-0.388915484078243,0.932602370421722,0.842415509646981,-2.67634934947468,0.912484395403809,0.445022404932382,-0.452866885022185,-2.51771184335992,-0.553039118806647,0.920575094131067,0.211915471857728,-1.29206711235443,2.33261756389561,2.49394424304063,0.405800616873392,1.23336479713802,2.10276829976569,0.884494927164332,0.119728751330469,-1.54516214835902,0.333541544780017,1.5537849649749,0.222168905594013,-2.43247926596053,-0.68913791140834,1.34782159242855,-1.15293041877098,-2.00608599047189,-1.10206447176388,-1.40464828577233,-0.0487629035158338,3.27410150728678,2.14590917412049,0.955443329135531,-0.409426896028972,-0.267949087019509,2.01421116165935,0.662940642239666,-2.62155813499765
"Chaperone - HSP20",-0.543539200350056,1.01351508846216,3.85986736862969,-1.84107151119505,-2.85687373036297,-2.38303672737315,1.32940548071726,-1.40429568693702,0.179336445493437,2.66711398984326,5.92280673195201,-1.15635756119497,-2.52144571415865,0.655930619914165,0.0853814546599321,-0.834793587583229,1.12950819632324,2.85450036630197,-1.39241327363468,-2.58396538726433,-0.32273187974068,2.49896580194562,-0.558531620026568,-1.88319995685756,-0.47296015525998,-2.13739723060633,2.92612096692813,-0.230956948887966,1.40537596860104,0.206593389791851,5.63842009820904,0.166656927795049,-1.07729316299766,-0.41922518316106,1.037637475215,-2.86067700952793,0.207522198975845,-0.48480526621334,1.80189403758809,-2.95899386816019,-0.497756016600631,-1.30917320825342,0.262601975664535,-1.34871725525983,-2.58049455822109,-0.0488592918065639,1.68440676200631,-2.09958736445538,0.0496458305670963,2.69003220054607,1.86271204465397,-2.58542952523576,0.432562706023179,-0.162580107064222,-1.25748291171845,-0.307915093576884,-1.44932198361562,2.50090761598552,-2.35538905511084
"Chaperone - HSP40 / DNAJ",-0.626498095501089,-0.4750734550768,1.04507932799694,-0.612590820458027,-0.719962471238558,0.704344139749346,-0.385017517236211,-1.0336404182089,-0.118781692910805,-0.808274901884704,2.06307268564933,-0.842175061034184,-0.575120027076105,1.10453299109461,0.948096383261558,-0.95518405735547,0.289638485416901,1.03001443896214,-0.858906872816622,-1.34433814734409,-0.660747599684927,-0.175702730949659,1.1823304833723,-0.51089332683386,-0.271335749382191,0.0440492138320374,0.603998159367545,-0.266007264773452,-0.309369931551223,-0.23634591056345,1.93613182863891,-1.33788560601643,0.70010525766053,0.321049438784507,0.582016807195396,-1.84228287232049,0.0330615083083675,0.28677166406314,0.97726700723336,-1.40143822512686,-0.383799420790006,0.633447575321535,0.714040900517749,-1.1278411381134,0.00851227262865326,0.549672265779825,0.0902741231763811,-1.1639598131881,-0.344500968065184,-0.130430465590455,0.0712335654141049,-0.262227641938282,0.320064877360601,0.732524240677669,-0.725650730196838,-0.134435584552169,0.297236741276271,1.49823686866693,-1.14484917530483
"Chaperone - HSP60 / Chaperonin",0.383566693884139,0.204655454658403,-2.50079092738703,2.11513253803705,1.77631199414097,1.02247591360477,-2.24559894027919,-1.74146309466302,2.22235731426727,0.674892222169861,-0.93804441455022,-1.83535925495704,1.40727473061445,1.08477850699724,-2.00191344613027,-1.5950218171464,0.65458375003748,0.886247020964409,-0.512560331836096,0.482242327146019,1.00736592569013,-0.532854357830564,-1.28858608936868,2.71299161173332,0.728703547187601,2.23493266598071,-0.784879271736425,1.28307475056034,1.41213211862234,1.08185917166475,-0.576819066117792,-2.78303415496368,2.52733595641628,-0.0664978807257457,-2.54598990152441,-1.40100113054741,-0.187281892658115,-0.225375919115561,-1.78261664776384,1.05148077897952,0.968325540054511,-0.0327504362007179,-2.76199898305814,2.65631836600792,2.53653675068277,1.26465102585945,-1.08419363262517,-1.5033072240445,2.73572554965393,2.85306974525728,-3.05735608396185,1.37903292547546,0.987720437840212,-2.01113193307241,-0.956696965471622,2.03735048157116,-0.442713243551106,-0.724721147357393,2.7638438660938
"Chaperone - HSP70 / DNAK",-3.96914042778276,-0.983271431460071,3.08054201732735,0.300216863284439,-2.80130181656101,-0.860754453646153,2.22456696757739,-0.739253773723307,-1.26330284435791,-0.130569227013546,6.10648870279049,0.173493594915939,-1.23225204565166,-0.559677688579391,2.49956638456896,-1.28169641734472,-3.34433990318776,-0.677238127738948,-0.305343807565515,-0.662423770985148,-3.68216824955033,0.0775005337203505,2.01074340229071,-0.209139068467587,-2.91208996899835,-0.418577761787251,2.642611956867,0.777113752001321,-2.97360761567354,-2.22969713565279,6.48924942142271,-0.73015270036576,-0.166014477601126,-1.90096850649134,1.7908621485592,-0.130952358980233,-3.58302369233927,-0.714019510916934,2.52782859342256,-0.943178338596522,-3.67088157403859,-0.596336029179626,0.655112931582655,-0.241924689378067,-1.30290237356375,0.0882530893670685,3.48527764818642,-2.39104290469885,-2.74769991035411,-0.819213581071509,2.42958794974196,-1.55180513460746,-0.488677455965282,2.22180584753021,-0.812577208273105,-3.07548467618776,-1.42585479644566,4.26566382863457,-0.418599309516948
"Chaperone - Peptidyl prolyl isomerase",0.258158950493965,-0.312296614607605,-0.242372600316335,1.39019041552521,0.372308825644541,-1.70882937826002,0.430552851104386,0.0332992891546188,0.187977862398902,-0.162463656913654,-0.605546429382452,-0.13768822222975,-0.234094748259277,0.134548325553579,-0.573345767189475,0.0526317660609231,0.0863129668851634,0.0315605548610935,1.19276409618366,0.46257093476546,0.278653089911054,-0.607282996303195,-0.271004090217893,1.35931250926906,-0.708875906056276,-0.537931201441354,0.894275138088144,0.839563087641711,0.106027026747204,0.112089495318684,-0.834746224905256,-0.723074866297231,0.128106108595262,0.264307948999756,-0.0882370295669333,-0.809589180052527,-0.529599846929848,-1.06697143246251,0.285129097298566,0.908735560838163,0.316491536300755,-0.0942589306929075,-1.58098147466572,1.93497201202557,0.937666110830045,-1.05392207029327,0.628775844194721,1.28109989441064,0.386383585306699,0.0232587276257823,-1.17293270357922,-0.906485985894338,-2.19553621965775,-0.183036325021661,-0.16718267718531,0.710382930533668,-1.46009903013122,0.948774776814159,0.988129103730998
"Chaperone - Protein disulfide isomerase",-0.228861525399215,-1.0882715919579,0.332656949510013,1.12978196246392,0.154301351640737,-1.14056571939926,0.27818528856475,-0.982875578196769,-1.13464184735253,0.569032671875176,0.191238315267221,-0.209937512979279,-1.88496086272191,-1.77914230636243,0.943405927198017,0.928299870227487,-0.867523452856873,0.295041099557996,2.71264201398175,1.08187805984123,-0.290312273784017,-1.19663866868554,0.55581983094647,1.62163687200181,-1.29569297575159,-1.32804958299358,1.65423177056368,0.302575006827913,-0.438032882651315,-0.773405369943085,-0.232389889579065,0.899712054757848,-1.00323010923046,-3.10631136056366,0.431988499277249,-0.354495931782162,-1.56667885550678,-2.6778808945369,1.1428167367502,1.93737618146941,-0.95039352461886,-0.686528513381203,1.39592156382714,1.58048449700601,-0.610791293201294,-0.407384409485304,2.63174157653624,0.58153793795027,0.47564154650358,-0.0581489120195823,-0.624895988184633,-2.96965278059965,-3.01629443842736,0.519691648681264,-1.21049646811047,1.50414008961103,-2.01229186303481,0.203275114365088,1.36765822042553
"Chromosome and associated proteins - Gene silencing",1.3179088028371,-2.5230222098718,-3.22045292765787,0.871244252750377,3.16065635442391,1.71824488520955,-1.45856240392136,0.388171968416881,2.8615169088593,-0.440493509509652,-0.259851319818684,-0.513336241482727,2.84037505959748,-0.63297269806861,-2.68750842437269,-0.438243995087686,2.19463744690803,0.410968183856604,-0.137251998265631,1.105893590117,1.40896122191169,-2.89898096779933,-2.95937186724304,1.08401296920988,2.25054067910051,1.6658197713902,-1.80466151292257,1.08011476119406,2.46545254092149,1.15744018558924,0.00269996635835677,-0.708568269156896,0.86611363422346,1.75636665625336,-1.51994569951668,0.292317626247383,2.19916680847607,-0.190783075747728,-2.1546959876192,1.13402825886643,1.14893137614417,-2.51491494355658,-2.59187403521073,1.32659813657161,2.3665678184657,-0.278040959097868,-2.67243848225182,-0.0372044552824243,1.32737709188375,2.3621088211897,-1.53115159535475,2.67710289249912,-0.305618392236779,-2.28915965497415,1.00422314768675,2.59730450284564,-0.505638415102327,-1.68280506463497,2.07903931600086
"Cilium and associated proteins - Stereociliary proteins",1.01922415508545,-1.57779695808417,-0.324083352563615,2.32900882663068,1.74373373541658,-1.91031347823026,0.646984046213631,0.927972820391045,0.0774910581157153,2.06993143885248,-1.98920096174164,0.692093475791987,0.804541904598827,-2.06144899257858,-0.544687528186233,0.277919421895034,0.22048373553072,-0.601030074972555,2.3801656396228,1.98107726997169,0.993367461807002,-1.22855188189935,-0.780267449423916,2.36916903449941,0.206372979958117,-1.52455715084101,-0.846861611473999,0.37901190651301,0.523368627870588,-0.815572421924534,-2.16239838560595,2.68084393888158,-2.03032547649737,-1.55312681518592,-1.06086010390117,0.123680182337207,-0.766852235784851,-1.85608634523489,-1.035372189433,2.1720106155878,0.310871211139181,-1.42342292063386,-0.714919620294052,2.83596376050053,-0.111985777359405,-1.70692273034346,-1.53226102205453,1.35249027723892,1.38411610607329,1.93488726143036,-1.68811821949522,0.0123039314824962,-1.97765839130869,-0.407223332184028,-0.47085995058005,1.28607090247135,-1.71212968108707,-0.399247000659195,2.6948866527913
"Common spliceosomal components",-0.072932248554084,-0.402402467385625,0.984853366802634,0.627267892675048,0.437752823029625,0.704689147111026,-0.562225440924502,1.15442570086852,-0.816713205417832,-1.27735582650634,1.12011067516153,-1.08021161490845,-0.578159773599508,1.18267513515048,-0.463583886489575,0.245213389182358,-0.316443879959415,-2.33891860831162,-1.43904007837781,0.0935804633965922,-0.424346815337538,-1.79624631953334,-0.12357090951361,0.712894591257121,0.640509794634465,0.556984902224318,0.495234386738837,1.21324425894895,-0.64926775569933,-0.375913537304557,0.791887306373943,-0.816105027508352,0.618524295401109,0.522008367795423,0.183432658147887,-0.478615173738862,-0.414249835740184,0.918606866968912,0.993389912095758,-0.546700215001353,-0.599157027967714,0.125214766797895,-0.157487981766515,0.698416404760472,-0.605156630254643,0.270769883998088,-0.358203501074179,0.154931096294847,-1.31290004925684,-0.368732242063107,0.295951710125328,-0.353661181101376,-0.995904699963037,-0.608938992273371,0.1545759503015,-0.903599941998201,0.0635623744651032,0.482160042856546,1.77166833617693
"Cytoskeleton - Actin filaments / Microfilaments",-1.03059220514403,-0.694503989630298,-0.939724441360693,-0.40399577878929,-0.854968098877478,-0.157029548517354,-1.6900284815817,-0.023296868092189,0.730353282032992,-1.63599987125615,-0.0529838114312879,0.823581111296806,-0.581989459315034,0.0633520581162543,0.357183086855966,1.61228681609397,0.291603802720773,0.71284938834162,-0.458682571503364,-0.457906797567184,-0.182580873665476,-0.600713264440234,-0.591690306355366,0.1982470275808,-0.391320810636691,0.172448033509826,-0.773254330480111,-0.0317387062732441,1.31431381636861,-0.887672052274068,0.332130399087728,0.964850242110573,-0.201332647849777,-1.31606135551745,-0.906056643322757,0.911559492175298,0.0930505686821651,0.22347382368382,-0.99289644389169,-0.0780395811179047,-0.223776671156547,-0.508739269036322,0.7089092478562,-0.159446053709324,-0.1887896708648,0.58726696427141,-0.686044313066612,0.702386722754385,1.22570375454026,0.0129567623216447,1.45210414638375,-0.251315274396558,-0.492015687904257,0.572354979931901,1.49979588034075,0.801044817019237,-0.0875946523885302,-0.0557147154882983,0.817895036201633
"Cytoskeleton - Microtubules",4.14343442777603,-0.834846200800441,-8.87172171201347,10.2929710543025,5.95628209631256,-1.16019338907269,-1.31621386861213,0.555404835663009,3.36274483694744,2.87390694006389,-7.69352080603491,1.72143855407683,2.37210550429167,-6.21204013121333,-7.17959340891007,0.911451059779596,0.492899906969465,1.11200354236181,9.25648724130839,9.98338559190153,5.26622279037158,-1.53436688321417,-8.88650580186674,11.8992772268877,0.931076251553521,1.06487705442688,-7.81875458394522,4.03711928577281,2.80408279752718,3.19508300362993,-7.83439508220725,6.30057144431385,-2.1029621599504,0.0617089596122312,-8.7802324064954,-0.584366277801052,-0.893482823346546,-6.00234020456451,-8.03961552394874,11.4203476818769,4.78115449938941,-5.02107030002032,-8.08821528169826,11.1680301312312,1.24526100618289,-2.71377927045932,-6.58678520623087,4.19397402409825,6.00689527504908,10.7418174272644,-7.70002642054312,0.785613104584446,-1.35272860304106,-7.0598702259739,1.57538465467223,6.45990629022846,-5.17119442847944,-4.32774805527925,12.375135996311
"Electrochemical potential-driven transporters [TC:2]",-1.06832763579322,-0.664640473592664,-0.223464943018795,-2.29602974054806,-0.375386215414759,1.72220687724137,0.348736806162821,1.42917580603013,-2.4831668418511,-1.01049304232575,2.52661632764828,0.933811076299679,-1.09148808589599,-1.61978744946372,2.23872333444092,0.425110500971112,-1.73633855554924,-1.52496632977839,-1.36679076122622,-0.733562071976925,-1.10969713379918,0.783825503248887,0.778865935193855,-1.89475908165446,-0.709461679822375,0.168372081379288,0.156973503629377,-0.25627971038698,-1.95296350681131,-0.922025426493599,1.82063113199463,0.416538627853027,-0.399909825009528,-2.52658423203754,1.59208833432219,1.74556760466449,-1.72184647237853,-0.561098425103033,0.514043556631131,-0.939279450651618,-1.8072385690764,0.19853182932455,3.69733520147998,-1.78293636025331,-0.757813215089642,-0.383776196092493,1.92701362118465,0.0444176622818892,-1.058673825326,-1.86775786913169,2.44779456239043,-2.17332174701638,-0.590871365199593,2.83489564112122,0.0499874199677822,0.546645663928706,1.74575117403522,-0.183492748318152,-0.865540201400663
"Endoplasmic reticulum membrane and cytosol",-3.15439300422472,0.231645928468597,3.23640180200548,-0.626178062943019,-2.28512950203493,0.825740185693919,2.16357104032949,-0.845863539041122,-1.8310042539304,-0.188939562075041,5.92054320411185,0.753934369072993,-1.18512192577121,-0.641444703272671,1.23694110877502,-1.19450904547846,-2.06639473797699,-0.466259091229938,-0.00205621371215953,-0.695489098846622,-3.0510533490851,-0.247132582771511,1.44689975627585,-1.07279804706072,-1.43571079991159,0.591831780973672,2.11539193638853,-0.527153668329486,-2.54090970273933,-0.627235559873689,6.18574860951363,0.103851697347924,-0.785216752239846,-0.779753854786613,0.98526404306848,-0.0364885354464745,-2.61793575174761,0.00315426352587308,1.97530699749874,-1.44650917332237,-2.68159128935033,-0.203573787118636,0.211984781426913,-1.1556791018299,-1.20065251807915,0.934509308371794,2.40144981082909,-2.01847102389897,-2.75501688988051,-0.386105619808959,2.09883382538221,-1.31794530945429,0.115435012546064,1.14031056738635,-1.17408215169025,-2.44329801774507,-0.45457392227135,3.80310617539424,-0.998307632192136
"Enzyme - 1.1  Acting on the CH-OH group of donors",-1.51560378402819,-3.23331981862215,0.906248773668852,0.294015289190804,-0.572073294018861,-2.12799217697887,1.50299887074074,1.51941532866026,0.364330339868878,-0.285906449902527,1.08889452111626,-0.185657038150266,-0.684308681761499,-3.59255813595897,1.860180202126,1.28009527677807,-1.94682124720716,-1.03961836721665,0.356633926862996,1.11380014725337,-1.53985157694889,0.0696907359855139,1.31455595721764,1.71852998170183,-2.76221962514171,-1.50941093187778,1.74915605589683,0.568031325682413,0.714885774257774,-3.73009560922778,1.12082123941636,0.93499409415158,-2.10324329720669,-2.60117667038643,1.28127079214232,2.13988813551606,-1.44607386474968,-2.88134643733554,1.31051669213428,1.23296124112694,-1.93954880953297,-3.25905937419821,0.918566237190158,1.18866766424303,-0.418958734731632,-1.90405894749766,2.06811183247856,-0.127361199702815,1.21708039035598,-1.01392721896205,0.939206385690873,-1.17613631825355,-0.641124845824358,2.01038388344004,1.24716673921134,-0.106301999552607,-3.49418527053294,2.04223406214384,0.487581407950427
"Enzyme - 1.11  Acting on a peroxide as acceptor",-0.965890954707089,-0.873305018949976,-1.34583679737037,-0.455049925052449,0.48060248028994,-0.888972158681624,1.43463396612368,1.90299513589784,0.934677394069243,3.37364022160758,-0.0565126817259801,1.12676955595631,1.33439031169047,-2.50726932462075,0.0107309312279404,1.2535737421053,-0.896476122145267,-0.195537540408581,2.93000168922768,0.309135406181781,-1.04891709520377,0.345903003374879,-0.338049688947549,-1.16049170633008,-0.0792442641217185,-0.482568404023161,-0.717109412052975,1.68268565263879,0.972238952129587,-0.872012596222403,-0.116921420246069,1.57086386065244,-2.79330828993422,1.49266373254008,0.813811075974712,4.06659831126815,0.20910100286022,-1.15867036311254,-0.437617953111872,-0.109590915366984,-1.20368806358608,-3.03485817288285,-0.901291369289,-0.578111764593053,0.799576956868772,-3.56633137234187,-1.23918143521811,2.55924510345006,0.842021438604767,0.914562836495438,-0.309622818028657,0.851529485291547,2.29840857017695,-0.53111126104695,1.12903804923619,0.340766403954973,-2.74247766648889,0.761525330004753,-1.14955659915738
"Enzyme - 1.17  Acting on CH or CH2 groups",0.263835598397057,-1.25605896036568,-0.815068607550248,2.07798397293853,1.20810503243149,-2.27711003383186,0.17044135441541,1.31834241336716,-1.10457156282032,-0.412380841022394,-0.859375941409548,-0.132187188079802,0.864977460937009,-2.81630728791681,-0.517514240088844,0.137343173002865,-0.117375585769808,-0.20905585016496,1.57513436056856,1.60648701139666,-0.333473335125033,-0.907974236019116,0.375214299732766,2.46558732030478,-1.34693578266936,0.200908022159301,0.758082553743934,2.18348319633939,-0.703796321018276,-0.821309765528915,-0.348833913295241,0.159237433590473,-0.7020811365297,-0.901292714143178,-0.434049380569837,1.1564316251704,-0.667840749704922,-2.47150518365582,-0.163432185194726,1.93434427056419,-0.0686622381487558,-2.33518183119152,-0.608076825713502,2.35749459268787,-0.0764827843786528,-1.10376448963532,-0.693923839574719,1.1515345248225,-0.762207264431709,-0.667441987623921,-0.338576566999799,0.508726369918855,-0.457867616370409,-0.104137222372443,2.31793306829759,0.742442141745866,-2.22954861103693,-0.0963306820445582,2.12821172551011
