"","CabFra_acclim","CabFra_accfreeze","CabFra_freeze","CabFra_warm","Chard_acclim","Chard_accfreeze","Chard_freeze","Chard_warm","Riesl_acclim","Riesl_accfreeze","Riesl_freeze","Riesl_warm","Sangio_acclim","Sangio_accfreeze","Sangio_freeze","Sangio_warm","Tocai_acclim","Tocai_accfreeze","Tocai_freeze","Tocai_warm"
"Protein export",-0.611865346131775,-0.365405239898538,1.42223046389348,0.758970732067233,-0.80757414617231,-0.443403458344905,0.813535188999938,-0.888153429727302,-0.142686211951307,-0.75194738127312,0.742350033015624,-2.26458739461483,-0.580084518364289,-0.20250518420672,1.69684468011608,-1.80328989250469,-1.24706333569944,-0.0968232816885229,0.637887820003602,0.988293361767737
"Protein processing in endoplasmic reticulum",-2.34935661732081,0.134038227994994,1.88942675784162,-1.32143113833463,-1.1209161079428,-0.393516880741932,1.10634352889412,-1.88011157978862,-1.43804272725169,-0.356979642537825,4.9760198493597,-2.59456568941048,-0.621050349099088,0.730111052760422,2.1718430395206,-2.80425899378643,-0.91527499201309,1.30697304333698,1.0879262865854,-0.592055127213191
"Purine metabolism",0.304637595331572,-1.35488949133515,0.332597758002814,1.82483053398604,-0.384865225817761,0.157454565513964,0.550536601399972,-0.742675526302634,0.950193132040749,-0.14315589393084,0.62641777216271,-2.15121295333974,-0.438183614567338,-0.670482437368994,0.692602082269307,-0.733638305215243,-0.451404625622745,-0.931837059777402,-0.355438009648543,0.730276923226368
"Pyrimidine metabolism",0.951044132402958,-1.55095398050767,-0.979598663408451,3.98449654794235,0.101498048636543,-1.48042719251334,-1.06237935347105,0.881136218474582,1.62120098548581,-0.0848365990529864,-1.14240854823668,-0.959459539187583,-0.246724825738103,-1.59084131324998,-0.880544258027211,0.122926298011418,0.418701785227526,-1.24515895696107,-1.37719851580221,2.74724429992912
"Pyruvate metabolism",-1.47764681476208,-1.58569610539938,0.716519417830994,-0.054205694635329,-1.25015538527193,-0.649564048040394,1.58946102869463,-0.352074054988944,0.179489367175379,-1.0371297935992,1.79096753468596,-0.545129490157718,-0.773226145510161,-1.96287485417709,1.89482267858398,1.20959824169739,-0.595574290573543,-1.67727193133098,1.07259522170197,0.0592595211211443
"Riboflavin metabolism",0.0790726664334548,-0.898487021269943,1.55077477199808,-0.125586928756545,-0.834714655897755,-0.624966633017059,2.1723405072683,0.113692675018433,-0.3520307025137,-2.59299685451692,0.886667851566534,0.741112711376356,-1.10007006753466,-2.06490935805748,1.30847713054795,-0.421680973672241,-0.892205651502241,-0.782370638737395,0.601833313632362,-0.335427651829957
"Ribosome biogenesis in eukaryotes",-0.0481047869342439,0.972395424233062,-1.16175037588073,2.04352945147239,2.38512381697695,2.82481921869468,-0.769989548430631,-2.50297017520576,1.97586171179402,1.18900060994167,-0.270836489876189,-5.37711481682175,2.30346666026019,3.39340444072263,-1.45469879040735,-3.60369516078624,1.33270667057554,2.82106575179462,-2.04835799153078,-0.435473742917238
"Ribosome",-1.78061616542636,-5.05394334192711,-4.69928515268548,15.8470347640745,-1.15148259233052,-3.60707978283359,1.02697656786853,3.70450527386992,4.72539332241774,1.61508933174395,-3.76429663733813,-4.24437627967107,-5.34210799904585,-2.42735134433002,-3.3489187782335,-2.88414280700967,-2.56492030603303,-7.96458376604211,2.17010797893127,12.950115094212
"RNA degradation",-0.467984377686588,0.226189693242679,-0.122401465087668,0.0740231344146813,0.785353195030572,1.45796709135994,-0.0956352816940967,-2.16277556182701,0.382357699137282,0.0757107054534131,1.2538558886591,-2.29343055954208,1.93167793305364,1.7176591182733,-0.473350465560026,-1.23431971515388,0.743591743524234,1.1895446893373,-0.913719168015771,-0.638425343274275
"RNA polymerase",-0.155230786416019,-0.576814403435402,-0.412136185970751,-0.892969020268493,1.21926210964113,1.32134583399275,-0.365508944981047,-1.58318789407093,1.41228534942842,0.632913770472336,0.811924870274516,-2.65891436271675,1.32033846839833,1.88613309231449,-0.526617877868044,-1.8906323302462,1.73485735135603,2.75351281712607,-0.83033064196304,-0.792991407953378
"Selenocompound metabolism",0.180502697053584,-1.20615086979175,-0.597957084952988,0.995919975412494,0.304396594897146,0.886105715183442,-0.643037564242657,0.618880628388401,0.796967253665532,0.836333572085536,-0.704820433608772,0.48391171936907,-0.511619733538903,-1.4075783455533,-0.49471366308484,0.883660707788092,-0.286890934961208,-1.51153114776336,-0.0474881107924675,1.36805425237822
"SNARE interactions in vesicular transport",-0.619669510354801,0.722409628878241,0.871997002503273,-0.457938856063563,-0.484827245807369,0.263328110452244,-0.395845174763747,-1.54926277196334,-0.108782615750505,0.389921506891856,0.469764019021032,-0.247595182882698,-0.915034139687932,1.16493669112503,1.0797440520839,-1.89721038987947,-1.13977970414384,1.51039345653886,0.570519087926192,0.0018719969969963
"Sphingolipid metabolism",1.66761088034389,0.755734789087884,-1.01002211231598,-1.31442366759216,2.13174058703902,1.92917567173102,-2.37001105557293,-1.11619353590776,1.41577284824376,0.647683076524062,-1.07716445340583,-0.96670658330572,2.22363974595196,0.812060506574271,-0.0111102807505203,0.3436461117445,0.832488402255278,0.730261361274619,-2.42067983809182,-0.338364265623499
"Spliceosome",-1.38297450828048,0.606909674858751,1.15467397340653,0.576822343844219,0.213644961438047,0.70105404282101,0.947049410579595,-0.706659871324924,-1.71801027402914,-1.38762882311468,2.3123515098806,-2.86202432959153,0.560415913591534,1.06034959619399,0.478528856626828,-1.93385328630304,-1.62828955698497,0.204113002977976,1.2146548520231,0.101568994144579
"Starch and sucrose metabolism",2.82843371871549,-0.555406264765778,-2.70097948359137,-0.42054193800789,1.33642874585717,1.76122449989698,-1.74555004295618,1.00102675236856,2.74197333730853,1.38267892356768,-2.18732629474105,-0.154176085640488,2.51552557926574,-0.409992956247054,-1.81414893027008,2.460697592178,2.36924910341388,-0.0341972227746054,-3.40828797059923,-0.507653769076648
"Steroid biosynthesis",1.96350102246746,-2.60176472043208,-3.77636910498783,2.70836349877355,3.49848938536496,0.571700507659371,-1.95440226382243,3.13317709446651,3.05379967918913,2.53135434608484,-2.69447272867942,3.0862311682646,0.178906617329374,-2.19596437962859,-3.78555374943492,2.02901862381205,1.45587728564378,-3.2438045129132,-2.91753024177236,2.61426215552853
"Stilbenoid diarylheptanoid and gingerol biosynthesis",-3.74487623812243,-2.99040065424014,1.55703558436223,-1.10344692643935,0.682909521149575,-0.342476101677714,3.23027615079693,1.50953929537283,-1.92211495920035,-1.26242323854399,0.576436388519849,0.623046660337331,-3.01527443480142,-3.31300104611064,2.67847756289714,0.980845522540108,-1.54761804271761,-1.55379610169762,2.95390011572464,1.5700080017385
"Sulfur metabolism",0.352389911760672,-0.557930267768826,-0.442390707155814,-0.350649123358838,-0.0470134616722046,1.29807714696583,-0.257306304974779,-0.289335306640174,1.60661478177257,1.28002345053498,-0.0849174907258387,1.67881953787326,-0.819236248676901,-2.10572255673735,-0.63259381415504,-0.746760182200501,0.151101220973645,0.40830194141409,-0.134767066463424,0.437954058773452
"Sulfur relay system",0.0479160009485445,0.0695984664272467,0.920795494922762,-0.705576923725626,-0.105578833554258,-0.318764170475661,0.125059521968315,-1.38893253680863,0.469637863613192,-0.856474813576914,-0.154148923542103,-1.74566072361596,0.943024952566366,1.53735195410901,1.25597571861426,-0.117447804848435,0.0974222449637667,-0.0419065633434518,0.498043681833106,-1.07145930600847
"Terpenoid backbone biosynthesis",1.47406826659101,0.0956378403360282,1.14034007506606,-0.779505133253662,0.0413409051169597,-0.5234224554275,0.896546628919514,-0.904586556493037,-0.680330906753309,-1.68410164682261,-0.580649233908323,-1.33627847835935,0.651836356449569,-0.716747299608549,0.762426952095172,1.69849156259569,0.705541515982699,-1.5485236439558,0.948944991880622,-0.624086920256061
"Thiamine metabolism",2.22679393300433,1.17785239836446,-2.01107870530705,-1.18097029510831,2.93951838831815,2.43679445859622,-0.964637881019792,0.592854357690474,2.58838613927798,2.75240198882122,-2.28693907196204,-2.67554860057536,3.12897933560081,1.9379892166172,-2.37763869540642,0.283291937249752,2.15225832939913,0.299058159151197,-3.31953640259381,-1.15114053410916
"Tropane piperidine and pyridine alkaloid biosynthesis",-3.73713665420598,-2.9272395392072,3.14170750838981,-1.43741781071704,-1.03036356932299,-0.603779792754855,2.49519221042444,-0.963313276213234,-1.21255904411898,-0.878500336094407,1.43285746991214,-0.514142164619895,-1.81823649619067,-0.838358964835567,3.53629894358561,-0.167564915145493,-1.50720245644688,0.272117740373834,0.836805592321363,0.674115826536808
"Tryptophan metabolism",-2.22350670174951,1.77075776526757,3.6631369573663,-0.835726552929148,-2.38972773710936,-0.070139162057492,2.80034439146633,-0.991529731626274,-2.38750035699164,-3.04740970987703,2.32356140537299,-1.54806030517265,-1.51287756359957,-0.433017819517668,3.62930970256084,-1.61507883398492,-3.48785332443867,0.591005635606337,0.495977233513901,-0.734480201820332
"Tyrosine metabolism",-0.969144375056085,1.31274082947649,2.72640106246577,-2.16558012016706,-0.412400769801216,0.512267279999175,-0.0782074899757503,-3.22535472042221,0.250575029531982,0.141454030359592,0.807621540414526,-3.31204383417119,0.272993394943455,0.84446670953797,3.46063230387169,-1.68692911815633,0.0694841155092637,2.02161288125683,-1.2706753437604,-1.38069527443621
"Ubiquinone and other terpenoid-quinone biosynthesis",-0.910210782500551,-1.89138501475852,1.02217115504965,0.360356516348128,-0.371573949872324,-0.375225693511326,1.26602749503432,0.777058959545846,-1.63953112243943,-1.22929494916846,0.0173214776050328,0.664910668256879,-0.693826031021921,-1.10972415046238,1.58858380320751,1.73103386995378,-0.895212521117217,-1.62961746419028,-0.475433942976768,0.602846703293953
"Ubiquitin mediated proteolysis",0.489619750406078,0.846550109241953,0.382653979096794,-0.766444448116572,0.290551889044001,-0.0869834367964161,-0.0523598234335789,-1.61893107021989,1.17699615165525,-0.309191830192378,0.61879589866006,-1.60098380052248,0.409984459796384,1.27362195517604,0.482899485341042,-2.28847998164464,-0.377242541696868,1.96498259945565,-0.947286852160008,0.11477576645431
"Valine leucine and isoleucine biosynthesis",-1.99189941194532,0.425893344760112,0.114261811847172,0.506105225585999,0.112817494387988,1.13317528251742,1.58242720780146,-0.821056147389586,-0.555453243902868,-1.79224030320425,2.21333627673761,-0.920772417487172,-1.27024710721766,0.915515298980146,1.12782656718347,-1.43909060665068,-2.98316848662551,0.879955710092171,-0.0439891053230941,0.525973219856476
"Valine leucine and isoleucine degradation",-1.43264379742941,-0.0766087478770834,2.71387951147721,-2.3576760568869,-1.45154882715867,-0.795243553511844,2.23222031352119,-1.74555892278628,-0.689732927993326,-3.28046221015711,2.75042721457675,-1.47369998918068,-1.07070835892851,0.251054134608187,2.85216483912559,-1.0792603673618,-0.519028085719761,0.750796208405723,1.50204721870259,-1.15080667005957
"Various types of N-glycan biosynthesis",-0.647255313854851,0.0848395803461697,0.793436372550627,-0.500263016213976,0.141060126310866,0.344037137268324,-0.295697777489032,0.313098335945776,-0.432592013230542,-1.59694224093649,0.469376231061851,-2.28217116317991,0.937828310737448,0.683366911916337,1.15309290174835,-0.70928464748196,0.321905169297557,1.17321634809911,-0.817878696017643,-0.153436151176165
"Viral life cycle - HIV-1",-0.748130570692426,0.372115103740402,1.43913398890378,-1.21964431136713,0.159843542095076,1.40677169153099,0.231568783867156,-0.274135917322225,-1.2610715021391,-1.08529205561521,1.49359292382366,-0.216831754216205,-0.22185455841243,0.808519039661278,0.69258955323032,-0.628057702840568,-1.30806660652609,0.872924636651644,-0.389787482059086,-0.921625762773814
"Vitamin B6 metabolism",-0.499612080629096,-0.560682510170498,2.09687744627072,0.388112318740173,-2.06050534218635,-1.23306799260514,0.839874340453279,-1.07942461820027,-1.45047985990388,-2.63531939081507,1.15536331156987,0.464690020907806,-1.00713229060122,-1.37435635039678,1.70768411132641,0.347682833196176,-1.02576518379301,-0.853704382932527,1.52468012626053,0.684967557123072
"Zeatin biosynthesis",-0.00403235441380723,2.52857830288824,0.916748044590385,-0.12357433725556,-1.5239814194451,-0.985381595503477,-0.196471842397655,-1.11265222669286,-0.514198072473585,-0.269328366214548,1.17941444552098,-0.775440190869597,-1.31710533146017,1.65794215600849,0.806841770008177,-0.142995690100648,-1.51540125657709,1.7763386471993,-0.560790354293883,-1.03222429575274
"ABCB (MDR/TAP) subfamily",0.66446425801793,-1.04207662806611,-1.61314525774852,1.0376661476567,0.305054420864318,0.129895559475878,-1.32364306721069,1.42713161393803,2.38374042791149,1.39564939193322,-0.388137728756603,1.18855723188004,-0.129408388825864,-2.08131503936249,-2.19670349835037,2.00673362284457,0.963941312481415,-0.434614836995052,-1.01935563938696,0.487874472505527
"ABCG (White) subfamily",-1.94104479402837,-1.76571426126968,0.329562348279407,-0.610309797940276,0.221553773157752,-1.09343192230603,-0.28701799441755,2.48059595870076,-0.859418494964245,-1.12828554373833,1.12163506096579,0.428736491967995,-0.484672952571074,-1.29407432954303,0.852414693237275,2.68771417357751,-0.640907179525668,-1.01590208405312,0.619427826291502,0.435726987563142
"Aminoacyl-tRNA synthetases (AARSs)",0.341482843597369,-2.58619229248133,-1.21022954406375,1.64519927667911,1.06230854575873,0.396221961197969,0.671644068187863,0.19322047288441,1.67858491738644,-0.275886764360334,-0.823435776738341,-0.374246024239469,1.42001181161672,-0.365352376591131,-1.46414579395633,-0.180118135462617,1.42258875800103,-0.39427770284345,-1.10836063518512,0.867286187620339
"Aquaporins and small neutral solute transporters [TC:1.A.8]",2.21416129643474,-2.30235081542641,-4.13285899000093,3.36670082734991,0.918119736644378,-1.74976539165152,-4.33633041590075,5.30766347738178,0.872925398193017,1.20587507183418,-2.21670102264909,4.34917250128489,-0.889685950811303,-2.6787798549942,-3.77517681664184,4.50341716904668,1.97104654783494,-4.18899908963597,-1.36644795071612,4.65364014938908
"Channel - Cyclic nucleotide-gated channel (CNG)",-0.0787389808796981,1.62007604636217,0.65392431522204,-2.52282844276864,0.0963269642098858,1.0726945536766,-1.24583100028666,-2.40681370709944,-0.993669409116079,-0.295765416199648,0.0137725948627334,-1.2627506234683,3.17241267101408,2.63794735191173,0.868542642159039,0.423221477699317,1.07708768748649,1.59831675542923,-0.435202890955288,-1.86399835577371
"Chaperone - HSP20",-0.457654169847934,0.668211163240736,1.09119585001294,-1.76985607552411,-2.38826957531992,-1.67909358911051,2.49859183631324,-1.44136639219169,0.552587038615471,2.62886317029729,4.89279084855254,-0.509939144519523,-2.4060724925077,0.366896341026655,0.29508667270856,-1.83681401023657,0.353546199368811,-0.00109971341804471,1.46664404587729,-2.92039857777638
"Chaperone - HSP40 / DNAJ",-0.55513534497853,0.0889870089419489,1.11172414787458,-0.778225055463598,-0.379706181577539,0.545175811138466,0.209052534848617,-0.93465782282352,-0.253308953710088,-0.496071560502099,1.48765072306994,-1.17552519527177,-0.0184659675913544,0.879265283202952,0.846289108051785,-1.29898702423885,0.0792983031325005,0.650552867864256,0.826656941576625,-1.42455551881339
"Chaperone - HSP60 / Chaperonin",0.852620925982925,-0.093646674494989,-2.43769009926575,2.66381720292426,2.08505571538497,1.71708662318209,-1.51135527523823,-0.700196756820582,2.32410293375099,2.20971464093833,-1.68168774097765,-2.48874461369582,2.15705751147984,0.981289396274457,-2.3227601490024,-1.45612333887197,1.13036668635942,0.0103023242191056,-1.51655645138726,1.69949904315862
"Chaperone - HSP70 / DNAK",-3.87957040116739,-0.560502761508325,2.03388723670435,-0.0554823981794607,-2.83145382689193,-0.443722508580041,3.42512357934872,-0.909335812436816,-2.45348026729605,-1.35438429187783,5.47799843509571,-0.312068536452956,-1.13867569548983,-1.21888259715309,2.39468029076558,-0.857125959293584,-3.82455720901786,-1.2716331469488,3.16947860149326,-0.736953776101406
"Chaperone - Peptidyl prolyl isomerase",0.30066504695385,-0.359417240815815,-0.854151340508901,1.65305686179897,0.254784121098776,-1.2818803558592,0.825380994474653,0.858195561732879,0.254940165958049,-0.00501487367645589,-0.960961227351895,-0.470109457225596,-0.376413897794207,-0.590571568576932,-0.31657157686623,-0.328222577864465,0.173465916860084,-1.22815368261938,1.15740954000294,0.894854894013341
"Chaperone - Protein disulfide isomerase",-0.504374557527224,-1.11735062238707,0.916619497847922,1.5205335831172,-0.698407924113968,-1.07314300160026,1.96320826804721,-0.0291587129718317,-0.373874558754623,-0.0927094236439283,-0.258056748952166,0.386539749918873,-2.29088715707228,-3.27904413525875,0.698758925379674,-0.238893048129579,-0.194861064090623,-2.23269829099635,2.01516665606095,1.62324818992774
"Chromosome and associated proteins - Gene silencing",1.34374207143888,-3.02409355093022,-3.27127678796798,1.16393919780898,3.15999111115455,1.14790258706508,-2.42938913525717,0.570949138659025,2.33542331891653,1.44668361064869,-0.669903842572922,-0.657605371456186,2.5062305315154,0.235403258490068,-2.40031979921966,0.33332405333813,2.73234366625861,-0.194769699475815,-2.00734901480218,1.64821795526213
"Cilium and associated proteins - Stereociliary proteins",0.771368240484643,-1.65343525071834,-0.737743793284262,2.62379327701943,0.726480555546903,-2.003255533854,-0.860780501593013,1.00232664747059,0.688905388021046,1.51448826078664,-2.16962291066181,1.83746839859066,-0.538907185931587,-2.49411790102701,-0.717114186648274,-0.0605291886991899,0.35149478583674,-1.99821225755704,0.338648121019165,2.54316789021211
"Common spliceosomal components",-0.355781864297396,-0.715232931230828,0.200300919492622,0.728818901343566,0.219292648076634,0.599790609471568,-0.092413081543354,0.995194939455505,-0.979730175065207,-0.88641274626357,0.818696387895167,-1.01187020594832,-0.0910649834288607,0.531218173287903,-0.35081770287652,0.000438698798883347,-0.642431583811096,-0.261332998737986,0.10620303058664,0.569311471765242
"Cytoskeleton - Actin filaments / Microfilaments",-0.511337885041473,-0.699370227024678,-0.232816173000193,-0.135397357359856,-0.607113139781357,0.209903092352409,-1.21293419707946,0.238983775675989,1.13559702052312,-1.11768631091123,0.641219119776532,0.960284988572816,-0.427337149047277,-0.671035688898992,0.0728089653290399,1.52248838171423,0.476910601005085,0.285339179273693,-0.819323415357066,0.125662010386521
"Cytoskeleton - Microtubules",4.79364850932068,-3.20113158495883,-9.78288870384732,11.6624507972744,3.25453427620157,-1.30087494056258,-6.88767191182059,3.38603465669658,4.29970651854085,7.76760320738655,-8.61086138464777,4.36782335996149,0.290998323780967,-4.01345514238166,-8.30112773941793,0.67718797783438,2.66724788001412,-5.24614578850922,-2.11018690654252,12.5682000271728
"Electrochemical potential-driven transporters [TC:2]",-1.37295632072041,0.143954702865839,1.81519898277689,-2.09888116299251,-0.752349575363147,0.580203027799499,0.995178805875855,0.443951151513041,-1.93277575974015,-1.76742009237948,2.4970987505678,0.715498433869444,-1.43694084990282,-2.11157232360652,2.46075656066465,0.803821799565923,-0.997417681588422,0.0577865016444271,-0.457464731112482,-0.956371191370246
"Endoplasmic reticulum membrane and cytosol",-3.06078399168011,-0.115326120509993,1.65969340842949,-1.01316853474378,-2.00675539128216,0.896145197436486,2.6891469875519,-1.33212261955593,-2.52846943420777,-0.540210908432091,5.16434040101805,0.449580975569023,-1.29765836521817,-0.629861514829778,1.22522996835387,-0.941782691194348,-2.75874758331681,-0.383078757506391,2.78374623001956,-1.17330941371546
"Enzyme - 1.1  Acting on the CH-OH group of donors",-1.71709548252479,-2.5280442743657,1.18969779551331,1.13137467348951,-1.50781540078347,-2.13493201308383,2.16477054785534,0.741720846515279,0.814913600240225,-2.14474118960535,1.15058449305433,0.418617898349086,-1.57881119652051,-3.25345564030597,1.89885356113028,1.74826522684278,-1.26348795029233,-3.49987552163379,1.80185410787876,1.02752623101883
"Enzyme - 1.11  Acting on a peroxide as acceptor",-1.12822824715231,-1.56598337079983,-0.953806071509105,-0.792238889222251,0.453963439164752,-1.98622312215749,-0.413402530590565,2.36942022620889,0.942908973644583,1.59018171775517,-0.201588302737213,1.45201449712938,-0.310251339095215,-0.0340545908885441,0.0326234873653284,2.37032118460661,-0.128000710557992,-2.01299809004729,1.45775068691582,-0.414308861973031
"Enzyme - 1.17  Acting on CH or CH2 groups",-0.0491758176756166,-1.80699110462422,-0.364231686712385,2.42466901913901,-0.0598829361425105,-1.29618634073272,0.106132672692266,1.81632280286391,-0.910087042976398,-0.847337393570549,-0.567407539222129,0.018957773067224,0.250683241304336,-2.08545705242851,-0.375842181507619,1.36609881623347,0.0563933899032448,-2.39498969299194,0.614988097413471,2.12199518065594
"Enzyme - 1.2  Acting on the aldehyde or oxo group of donors",-0.971949702497703,0.333293523126371,2.42939396524863,-1.74522745920913,-1.23583177388896,0.54268921354484,2.62796256749358,-1.64351908824853,-1.0258412703329,-1.94529399097131,2.66372134025014,-0.603779817443806,-0.536186768485822,-2.00735829512433,2.11285444951092,-0.686464405213285,-0.6243532007903,-0.917758018738072,1.22912580076872,-1.33661727036887
"Enzyme - 1.3  Acting on the CH-CH group of donors",1.48890005746335,-1.68960774247736,-0.475822973954411,1.95539071870105,0.506769422438969,-0.695145664356616,-0.998366557923908,0.465533153146072,1.65448274220824,-0.0058235909227771,-2.28745876452786,0.673755360646672,-1.10067770461307,-2.35032981471628,-0.0157767815458788,1.2172919677772,1.03403957713762,-1.71324443502711,-0.999387949852509,1.95014454342978
"Enzyme - 1.4  Acting on the CH-NH2 group of donors",-0.155911788600875,-0.272493606250467,1.7852284017036,-0.434004924482409,-1.81612144300501,-1.82562428807062,0.067885750783874,-0.452489367108725,-0.129350435315441,-1.74980042621407,0.637373185526654,0.871026624924743,-1.09040375007142,-1.42616504319201,1.78078096662602,0.0661750720021762,-0.713906168414976,0.746901251278946,0.374482617399446,0.072716118395807
"Enzyme - 1.5  Acting on the CH-NH group of donors",-0.179085652284186,0.188996600463785,0.669496096685004,1.44676660472776,-1.51772229846082,-0.816875188454782,-1.42604147120221,-0.196621148078655,-0.230140023110625,-0.320699969803308,-0.675645430510393,-1.18739763884451,-0.539141849259583,0.877411442677814,1.24062718014739,0.678084909844736,-1.06364184384635,-0.331597746948233,-0.955725190215713,1.78913077648513
"Enzyme - 1.6  Acting on NADH or NADPH",-0.550118473343905,-1.22884388107375,0.742256445299584,-0.555546922577972,-0.000993414957145847,0.133140454848381,0.369405402360672,0.0599404033869924,-0.995290862934318,-1.05497975003645,0.837660846188377,-0.522924753760936,-0.327482179042218,0.275431171359281,0.936286395690187,1.51507208615721,-0.8224257173643,-0.25657847276005,0.175614009269942,-0.166063185844067
"Enzyme - 1.8  Acting on a sulfur group of donors",-0.669534448642217,-1.10322267684212,1.60445506109818,0.25350212292356,-1.84113503078036,-1.21728414372544,1.27648513136485,0.726601131025539,-0.584319592065598,-2.08681666910113,0.211415193456141,0.375402183332356,-1.52723074609757,-0.92887913228322,0.721624412080914,1.92991355701833,-0.910183777885142,-1.61974852380469,1.39035075070731,0.605537250550024
"Enzyme - 2.1  Transferring one-carbon groups",0.91790552145307,-2.43383596496099,-0.90779345844928,3.26802482823418,1.7244839259153,-0.829574681861936,-0.0171275725908226,0.705817735923187,2.61486590512893,-1.02729223869058,-1.24982222706983,-2.33755739067661,0.555557819351946,-0.312551379212951,-1.10999395540344,-0.90415309287863,0.847948785130925,-1.00559713327164,-0.774414664894156,1.63737497475395
"Enzyme - 2.2  Transferring aldehyde or ketonic groups",1.20974489052355,-0.999411552864936,-2.11151808657031,0.549259546652822,1.31349010868252,0.34842551505074,0.512980731775725,2.0974764741281,1.52346174232865,0.919787442055685,-1.08551838851235,1.12356887904193,0.347862361169408,-1.65322622484164,-1.69064579207311,2.11508030748015,0.306240269174349,-2.45862993232999,-0.643920012220125,0.287675575793871
"Enzyme - 2.3  Acyltransferases",0.316112867826944,0.220742454014245,0.477695655670861,-1.78638514975822,1.34792200941188,0.357021790381865,-0.741515773565985,-0.835387414434828,0.18450157091964,0.271484948485864,0.0498111304286698,-1.41091868116058,0.346755205492037,1.04443342476302,0.74967297351019,-0.669919161387977,0.484076122965973,1.47415137262351,-0.984205944652339,-0.118220156605079
"Enzyme - 2.4  Glycosyltransferases",-1.88606161284462,2.14350748900941,-1.1784640915695,-1.83325491618195,-0.72810643876654,5.09681872527033,-1.46987227773924,-0.673339285327057,-1.93452107411225,2.93406619652956,2.1693152428001,0.354728554868466,-1.45491800872025,1.38924327006866,-0.359871417754582,-0.0333878735433907,-0.22913909297445,3.97082580744568,-1.40928274663389,-1.3973184161718
"Enzyme - 2.6  Transferring nitrogenous groups",0.160134896468801,2.07115791745888,2.29027289053216,-2.1468223212377,-0.128151503913152,0.419510676475224,0.661424308942609,-3.26110928575732,1.19749112022037,-0.236190299642118,1.09668236553373,-3.22431709572011,-0.380426996337462,1.26854949593013,2.74431082409191,-3.41787009533058,-0.376368693095424,2.01649144292938,-0.736296870398728,-1.53531615424684
"Enzyme - 2.7  Transferring phosphorus-containing groups",0.499731841448252,-1.09147251477388,-0.428316550478099,-0.247239597928433,1.39837488500152,1.12872503814016,-2.5841254406273,-1.83000622692694,0.914337222009289,-0.773471366950288,1.00987907998368,-1.6083831213147,0.918388299627382,0.666928470168464,-0.193656036059291,-1.429484116082,2.03368827762179,2.91192523307904,-1.77107486860581,1.20634451512045
"Enzyme - 2.8  Transferring sulfur-containing groups",0.375173492488496,-1.14526629757208,-0.143952852807113,0.286523750397398,0.853463101904377,-0.244190148505228,-0.135223978154961,-0.0851805761221578,0.847702790433993,-0.221104683828196,-0.460902367710969,-1.26159467989784,0.0846598417387408,0.426398670541183,0.249792789457837,-0.273246749929818,0.67669468737059,-0.228317555091287,0.295181651745929,0.082565774438888
"Enzyme - 3.1  Acting on ester bonds",-0.882120498208596,-1.1224403643937,0.677994556939624,-2.51950090042633,-0.750276110729419,-0.206350510854866,1.2865632478892,-1.65863263117606,1.30257385068597,-0.878234967680439,2.17954216490296,0.795299525942698,0.603646443584142,0.187440540649904,1.15362181646125,0.511232869968923,0.795175996258129,0.916796108303391,-0.408021543762813,-2.47429924719781
"Enzyme - 3.2  Glycosylases",1.96855017286186,-2.13978224125658,-3.14223876313539,1.91377663948911,1.75905362831848,-1.90955566054004,-3.16938291847498,2.95223214698812,1.28325892622822,-0.721571223234473,-3.80480677484872,0.795994548950338,3.20418851499805,1.08240882741086,-0.888948007868737,3.04726960263214,0.626000795330962,-2.04309422153596,-2.44803561902657,3.06347848741943
"Enzyme - 3.4  Acting on peptide bonds (peptidases)",1.17933478039686,-0.546582150322241,-1.87507988056778,1.38405952192868,2.29850885475876,2.72558855629427,-2.91191352361963,-0.241229239027408,1.29746402481926,0.715345175737029,-1.27973120701356,-0.981669460788908,2.18944470802418,-0.883039528571309,-1.74125070439408,-0.0741438725768506,1.83811229528792,-0.213387913147587,-2.79700254131353,2.50303567317437
"Enzyme - 3.6  Acting on acid anhydrides",0.0418683738284711,0.687409688834494,0.507212050044265,-0.387792212620425,-0.677482936450529,0.662350489997086,-0.529061143169575,-2.3046955377116,0.544772022355561,-0.634912996621094,2.28924539642185,-1.92573510731806,1.72615919622486,2.23227573417505,0.792135970580007,-1.95460368831903,-0.257812086675425,2.16608390807575,-1.27627352646644,-1.7999441359922
"Enzyme - 4.1  Carbon-carbon lyases",1.60210987075753,0.837324171875216,0.0297162755483439,-1.04925651533099,0.304043785373042,0.359913195289254,-0.331767170084671,-0.538176350584699,0.722800428060841,0.382063545585689,-0.278197573575154,-1.17640911573919,-0.104606208578928,-0.574455089171735,0.172490315918507,1.10148836145795,1.11138420348379,-0.844808422700439,-0.0014667823568753,-0.85887781362955
"Enzyme - 4.2  Carbon-oxygen lyases",-0.7133551349407,-3.34481193852793,-1.24242704658089,3.37091459859268,0.825745411190513,-2.55980668724205,-1.42377837972876,2.81584986175337,0.82323714103284,-1.03961900353484,-1.5766155587021,2.13705844818976,-2.58791872583498,-3.38435350994732,-0.418370597308016,3.3317800807588,-0.0714525816941538,-2.73817305513287,-0.0859585708452897,4.48288995397089
